id,conversation_id,analysis_date,sentiment_score,sentiment_shift,resolution_achieved,fcr_score,ces,first_response_time,avg_response_time,total_handling_time,effectiveness_score,effort_score,efficiency_score,empathy_score,csi_score
204,139,2025-08-10,1.0,0.0,0.0,0.0,2.0,7.0,7.0,1.0,0.0,8.333333333333334,9.952777777777778,3.0,5.02
205,139,2025-08-11,2.0,2.0,1.0,1.0,5.0,27.0,13.5,2.0,1.0,3.333333333333333,9.894444444444444,4.5,4.33
206,139,2025-08-12,1.0,1.0,0.0,0.0,2.0,148.0,74.0,12.0,0.0,8.333333333333334,9.392592592592592,3.5,4.96
207,139,2025-08-13,4.0,4.0,1.0,1.0,7.0,5.0,2.5,1.0,1.0,0.0,9.962962962962964,6.5,3.82
208,140,2025-08-13,2.0,0.0,0.0,0.0,4.0,6.0,3.0,1.0,0.0,5.0,9.96111111111111,3.5,4.27
209,141,2025-08-13,2.0,0.0,0.0,0.0,3.0,,,,0.0,6.666666666666666,,3.5,
210,142,2025-08-10,2.0,2.0,1.0,1.0,6.0,26.0,13.0,2.0,1.0,1.6666666666666665,9.896296296296295,4.5,3.92
211,142,2025-08-13,2.0,2.0,1.0,1.0,6.0,6.0,3.0,1.0,1.0,1.6666666666666665,9.96111111111111,4.5,3.93
212,143,2025-08-13,2.0,0.0,0.0,0.0,4.0,9.0,4.5,1.0,0.0,5.0,9.955555555555557,3.5,4.26
213,144,2025-08-13,3.0,0.0,0.0,0.0,2.0,,,,0.0,8.333333333333334,,4.0,
214,145,2025-08-13,3.0,3.0,1.0,1.0,6.0,13.0,6.5,2.0,1.0,1.6666666666666665,9.92037037037037,5.5,4.07
215,146,2025-08-13,2.0,3.0,1.0,1.0,5.0,7.0,3.5,1.0,1.0,3.333333333333333,9.95925925925926,5.0,4.42
216,147,2025-08-11,1.0,0.0,0.0,0.0,2.0,12.0,6.0,1.0,0.0,8.333333333333334,9.950000000000001,3.0,5.02
217,147,2025-08-12,3.0,3.0,1.0,1.0,7.0,11.0,11.0,0.5,1.0,0.0,9.955555555555556,5.5,3.66
218,147,2025-08-13,1.0,0.0,0.0,0.0,3.0,84.0,42.0,7.0,0.0,6.666666666666666,9.65,3.0,4.53
219,148,2025-08-13,2.0,0.0,0.0,0.0,4.0,3.0,3.0,0.5,0.0,5.0,9.97777777777778,3.5,4.27
220,149,2025-08-13,2.0,3.0,1.0,1.0,5.0,15.0,7.5,1.5,1.0,3.333333333333333,9.930555555555555,5.0,4.42
221,150,2025-08-13,5.0,0.0,0.0,0.0,5.0,121.0,,1.0,0.0,3.333333333333333,9.790277777777778,5.0,4.03
222,151,2025-08-13,2.0,3.0,10.0,10.0,4.0,23.0,100.0,75.0,10.0,5.0,7.7101851851851855,5.0,7.43
223,152,2025-08-12,1.0,2.0,0.0,0.0,3.0,7.0,30.0,30.0,0.0,6.666666666666666,9.10462962962963,4.0,4.54
224,152,2025-08-13,1.0,2.0,5.0,5.0,3.0,18.0,100.0,20.0,5.0,6.666666666666666,9.242592592592594,4.0,6.33
225,153,2025-08-12,2.0,1.0,0.0,0.0,6.0,40.0,,10.0,0.0,1.6666666666666665,9.527777777777779,4.0,3.4
226,153,2025-08-13,3.0,2.0,0.0,0.0,5.0,66.0,,15.0,0.0,3.333333333333333,9.283333333333333,5.0,3.9
227,154,2025-08-13,3.0,4.0,10.0,10.0,5.0,36.0,200.0,100.0,10.0,3.333333333333333,6.81851851851852,6.0,6.94
228,155,2025-08-13,3.0,2.0,0.0,0.0,4.0,7.0,,5.0,0.0,5.0,9.781944444444445,5.0,4.45
229,156,2025-08-13,4.0,3.0,0.0,0.0,4.0,80.0,,20.0,0.0,5.0,9.055555555555555,6.0,4.41
230,157,2025-08-09,,,,,,,,,,,,,
231,157,2025-08-12,1.0,1.0,0.0,0.0,3.0,20.0,,15.0,0.0,6.666666666666666,9.347222222222221,3.5,4.53
232,157,2025-08-13,1.0,2.0,0.0,0.0,2.0,20.0,,10.0,0.0,8.333333333333334,9.555555555555555,4.0,5.07
233,158,2025-08-13,3.0,2.0,0.0,0.0,6.0,25.0,,5.0,0.0,1.6666666666666665,9.756944444444445,5.0,3.61
234,159,2025-08-12,4.0,1.0,0.0,0.0,3.0,8.0,60.0,70.0,0.0,6.666666666666666,7.937037037037037,5.0,4.4
235,159,2025-08-13,4.0,3.0,5.0,5.0,5.0,10.0,50.0,20.0,5.0,3.333333333333333,9.342592592592593,6.0,5.82
236,160,2025-08-12,1.0,2.0,0.0,0.0,2.0,6.0,,5.0,0.0,8.333333333333334,9.783333333333333,4.0,5.13
237,161,2025-08-09,,,,,,,,,,,,,
238,161,2025-08-10,7.0,0.0,,,7.0,4.0,,1.0,,0.0,9.95277777777778,6.0,
239,161,2025-08-13,2.0,1.0,0.0,0.0,4.0,15.0,30.0,30.0,0.0,5.0,9.097222222222221,4.0,4.12
240,162,2025-08-11,2.0,1.0,0.0,0.0,6.0,42.0,,10.0,0.0,1.6666666666666665,9.524999999999999,4.0,3.4
241,162,2025-08-13,1.0,4.0,0.0,0.0,3.0,2949.0,1035.0,17.0,0.0,6.666666666666666,4.8805555555555555,5.0,3.64
242,163,2025-08-13,2.0,0.0,0.0,0.0,2.0,516.0,258.0,8.0,0.0,8.333333333333334,8.822222222222223,3.5,4.81
243,164,2025-08-10,1.0,9.0,10.0,10.0,5.0,450.0,225.0,4.0,10.0,3.333333333333333,9.055555555555555,7.5,7.72
244,164,2025-08-13,2.0,8.0,10.0,10.0,6.0,689.0,344.0,5.0,10.0,1.6666666666666665,8.58611111111111,7.5,7.19
245,165,2025-08-12,2.0,2.0,0.0,0.0,6.0,1026.0,1026.0,2.0,0.0,1.6666666666666665,7.094444444444444,4.5,2.87
246,165,2025-08-13,2.0,1.0,0.0,0.0,6.0,114.0,114.0,1.0,0.0,1.6666666666666665,9.655555555555557,4.0,3.43
247,166,2025-08-13,2.0,2.0,0.0,0.0,6.0,151.0,151.0,1.0,0.0,1.6666666666666665,9.552777777777779,4.5,3.48
248,167,2025-08-13,2.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.5,
249,168,2025-08-13,3.0,2.0,10.0,10.0,5.0,59.0,59.0,1.0,10.0,3.333333333333333,9.808333333333334,5.0,7.54
250,169,2025-08-13,2.0,8.0,10.0,10.0,5.0,781.0,390.0,6.0,10.0,3.333333333333333,8.387962962962963,7.5,7.56
251,170,2025-08-13,1.0,3.0,0.0,0.0,3.0,207.0,103.0,3.0,0.0,6.666666666666666,9.53425925925926,4.5,4.73
252,171,2025-08-13,3.0,1.0,0.0,0.0,3.0,102.0,102.0,1.0,0.0,6.666666666666666,9.688888888888888,4.5,4.76
253,172,2025-08-12,2.0,3.0,0.0,0.0,4.0,140.0,140.0,1.0,0.0,5.0,9.583333333333334,5.0,4.4
254,172,2025-08-13,2.0,8.0,10.0,10.0,5.0,114.0,85.0,2.0,10.0,3.333333333333333,9.68148148148148,7.5,7.88
255,173,2025-08-13,2.0,1.0,0.0,0.0,6.0,57.0,57.0,0.5,0.0,1.6666666666666665,9.827777777777778,4.0,3.47
256,174,2025-08-13,1.0,2.0,0.0,0.0,3.0,364.0,182.0,5.0,0.0,6.666666666666666,9.187037037037037,4.0,4.56
257,175,2025-08-13,3.0,1.0,10.0,10.0,4.0,257.0,257.0,2.0,10.0,5.0,9.230555555555556,4.5,7.73
258,176,2025-08-13,2.0,7.0,10.0,10.0,4.0,225.0,112.0,3.0,10.0,5.0,9.500925925925927,7.0,8.18
259,177,2025-08-13,3.0,-2.0,0.0,0.0,2.0,143.0,143.0,2.0,0.0,8.333333333333334,9.547222222222222,3.0,4.92
260,178,2025-08-13,1.0,1.0,0.0,0.0,3.0,200.0,100.0,3.0,0.0,6.666666666666666,9.546296296296296,3.5,4.58
261,179,2025-08-13,4.0,-1.0,10.0,10.0,6.0,2.0,10.0,10.0,10.0,1.6666666666666665,9.70185185185185,4.0,6.94
262,180,2025-08-13,2.0,-2.0,0.0,0.0,3.0,2.0,13.0,20.0,0.0,6.666666666666666,9.41851851851852,2.5,4.4
263,181,2025-08-13,3.0,0.0,8.0,8.0,7.0,11.0,11.0,12.0,8.0,0.0,9.636111111111111,4.0,5.81
264,182,2025-08-12,2.0,4.0,10.0,10.0,5.0,17.0,10.0,44.0,10.0,3.333333333333333,8.743518518518519,5.5,7.34
265,182,2025-08-13,2.0,0.0,0.0,0.0,4.0,1.0,26.0,27.0,0.0,5.0,9.200925925925924,3.5,4.08
266,183,2025-08-13,3.0,1.0,8.0,8.0,6.0,24.0,26.0,50.0,8.0,1.6666666666666665,8.54074074074074,4.5,6.03
267,184,2025-08-13,2.0,0.0,0.0,0.0,2.0,14.0,18.0,45.0,0.0,8.333333333333334,8.703703703703704,3.5,4.78
268,185,2025-08-13,2.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.5,
269,186,2025-08-13,3.0,0.0,0.0,0.0,5.0,15.0,15.0,15.0,0.0,3.333333333333333,9.541666666666666,4.0,3.82
270,187,2025-08-13,3.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,4.0,
271,188,2025-08-13,4.0,0.0,8.0,8.0,6.0,40.0,40.0,40.0,8.0,1.6666666666666665,8.777777777777777,4.5,6.09
272,189,2025-08-13,3.0,0.0,8.0,8.0,7.0,11.0,11.0,11.0,8.0,0.0,9.66388888888889,4.0,5.82
273,190,2025-08-11,3.0,2.0,8.0,8.0,5.0,5.0,10.0,80.0,8.0,3.333333333333333,7.754629629629631,5.0,6.32
274,190,2025-08-13,3.0,0.0,8.0,8.0,5.0,1.0,1.0,1.0,8.0,3.333333333333333,9.969444444444445,4.0,6.73
275,191,2025-08-12,2.0,3.0,8.0,8.0,6.0,11.0,15.0,17.0,8.0,1.6666666666666665,9.489814814814816,5.0,6.34
276,191,2025-08-13,2.0,0.0,0.0,0.0,3.0,5.0,8.0,15.0,0.0,6.666666666666666,9.563888888888888,3.5,4.58
277,192,2025-08-13,3.0,4.0,10.0,10.0,7.0,6.0,10.0,70.0,10.0,0.0,8.03148148148148,6.0,6.41
278,193,2025-08-13,4.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,4.5,
279,194,2025-08-13,3.0,0.0,8.0,8.0,6.0,1.0,1.0,1.0,8.0,1.6666666666666665,9.969444444444445,4.0,6.31
280,195,2025-08-13,2.0,0.0,0.0,0.0,4.0,17.0,17.0,17.0,0.0,5.0,9.480555555555556,3.5,4.15
281,196,2025-08-13,4.0,3.0,8.0,8.0,6.0,5.0,20.0,0.5,8.0,1.6666666666666665,9.944444444444445,6.0,6.6
282,197,2025-08-12,4.0,0.0,0.0,0.0,5.0,9.0,9.0,0.15,0.0,3.333333333333333,9.970833333333333,4.5,4.0
283,197,2025-08-13,4.0,1.0,0.0,0.0,4.0,4.0,4.0,0.07,0.0,5.0,9.986944444444445,5.0,4.5
284,198,2025-08-13,6.0,4.0,10.0,10.0,6.0,4.0,11.0,1.0,10.0,1.6666666666666665,9.948148148148148,7.5,7.53
285,199,2025-08-10,2.0,1.0,0.0,0.0,3.0,19.0,60.0,15.0,0.0,6.666666666666666,9.454629629629629,4.0,4.63
286,199,2025-08-13,2.0,0.0,0.0,0.0,3.0,7.0,7.0,0.12,0.0,6.666666666666666,9.977222222222222,3.5,4.69
287,200,2025-08-13,3.0,2.0,0.0,0.0,4.0,24.0,43.0,10.0,0.0,5.0,9.620370370370368,5.0,4.41
288,201,2025-08-13,3.0,1.0,0.0,0.0,3.0,16.0,29.0,1.0,0.0,6.666666666666666,9.903703703703703,4.5,4.82
289,202,2025-08-13,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.0,8.333333333333334,9.993611111111113,3.0,5.03
290,203,2025-08-13,4.0,0.0,0.0,0.0,5.0,8.0,8.0,0.13,0.0,3.333333333333333,9.974166666666667,4.5,4.0
291,204,2025-08-13,4.0,3.0,10.0,10.0,6.0,10.0,35.0,2.0,10.0,1.6666666666666665,9.87037037037037,6.0,7.28
292,205,2025-08-13,2.0,-1.0,0.0,0.0,2.0,2.0,2.0,0.03,0.0,8.333333333333334,9.993611111111113,3.0,5.03
293,206,2025-08-13,2.0,2.0,8.0,8.0,5.0,10.0,17.0,0.5,8.0,3.333333333333333,9.94537037037037,4.5,6.79
294,207,2025-08-12,3.0,2.0,10.0,10.0,5.0,68.0,131.0,7.0,10.0,3.333333333333333,9.5,5.0,7.46
295,208,2025-08-13,3.0,0.0,0.0,0.0,4.0,10.0,10.0,0.17,0.0,5.0,9.9675,4.0,4.34
296,209,2025-08-13,2.0,0.0,0.0,0.0,3.0,19.0,19.0,0.33,0.0,6.666666666666666,9.938055555555556,3.5,4.68
297,210,2025-08-13,4.0,0.0,0.0,0.0,3.0,20.0,20.0,0.33,0.0,6.666666666666666,9.93527777777778,4.5,4.83
298,211,2025-08-13,4.0,0.0,0.0,0.0,5.0,10.0,10.0,0.17,0.0,3.333333333333333,9.9675,4.5,4.0
299,212,2025-08-13,3.0,0.0,0.0,0.0,4.0,4.0,4.0,0.07,0.0,5.0,9.986944444444445,4.0,4.35
300,213,2025-08-13,2.0,3.0,8.0,8.0,5.0,7.0,26.0,1.0,8.0,3.333333333333333,9.917592592592593,5.0,6.86
301,214,2025-08-13,3.0,0.0,0.0,0.0,5.0,20.0,10.0,0.3,0.0,3.333333333333333,9.95462962962963,4.0,3.92
302,215,2025-08-12,2.0,0.0,0.0,0.0,4.0,81.0,40.5,1.0,0.0,5.0,9.822222222222223,3.5,4.23
303,216,2025-08-13,2.0,2.0,0.0,0.0,2.0,662.0,462.0,21.0,0.0,8.333333333333334,7.948148148148149,4.5,4.75
304,217,2025-08-13,1.0,0.0,0.0,0.0,2.0,428.0,529.0,17.0,0.0,8.333333333333334,8.151851851851852,3.0,4.57
305,218,2025-08-13,2.0,0.0,0.0,0.0,4.0,20.0,10.0,0.5,0.0,5.0,9.949074074074074,3.5,4.26
306,219,2025-08-13,2.0,0.0,0.0,0.0,5.0,107.0,53.5,1.0,0.0,3.333333333333333,9.774074074074074,3.5,3.8
307,220,2025-08-13,2.0,0.0,0.0,0.0,5.0,19.0,9.5,0.3,0.0,3.333333333333333,9.95648148148148,3.5,3.85
308,221,2025-08-12,2.0,1.0,0.0,0.0,3.0,125.0,196.0,8.0,0.0,6.666666666666666,9.299074074074076,4.0,4.59
309,222,2025-08-13,2.0,0.0,1.0,1.0,6.0,156.0,78.0,0.5,1.0,1.6666666666666665,9.697222222222223,3.5,3.72
310,223,2025-08-13,2.0,6.0,1.0,1.0,5.0,70.0,110.0,5.0,1.0,3.333333333333333,9.592592592592593,6.5,4.56
311,224,2025-08-13,2.0,0.0,0.0,0.0,3.0,1774.0,907.0,28.0,0.0,6.666666666666666,5.8999999999999995,3.5,3.67
312,225,2025-08-13,2.0,0.0,0.0,0.0,4.0,16.0,8.0,1.0,0.0,5.0,9.942592592592593,3.5,4.26
313,226,2025-08-13,2.0,2.0,0.0,0.0,4.0,1194.0,440.0,6.0,0.0,5.0,7.912962962962962,4.5,3.9
314,227,2025-08-13,1.0,8.0,1.0,1.0,2.0,205.0,319.0,23.0,1.0,8.333333333333334,8.580555555555556,7.0,5.63
315,228,2025-08-13,2.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.0,3.333333333333333,9.98425925925926,3.5,3.85
316,229,2025-08-13,1.0,0.0,0.0,0.0,2.0,20.0,540.0,26.0,0.0,8.333333333333334,8.259259259259258,3.0,4.6
317,230,2025-08-13,2.0,1.0,0.0,0.0,3.0,72.0,329.0,21.0,0.0,6.666666666666666,8.74074074074074,4.0,4.45
318,231,2025-08-13,2.0,0.0,1.0,1.0,5.0,107.0,53.5,1.0,1.0,3.333333333333333,9.774074074074074,3.5,4.15
319,232,2025-08-13,2.0,1.0,1.0,1.0,4.0,1077.0,430.0,15.0,1.0,5.0,7.7898148148148145,4.0,4.15
320,233,2025-08-13,2.0,7.0,1.0,1.0,6.0,50.0,25.0,1.0,1.0,1.6666666666666665,9.87962962962963,7.0,4.29
321,234,2025-08-12,2.0,2.0,5.0,5.0,4.0,2.0,7.0,9.0,5.0,5.0,9.735185185185186,4.5,6.11
322,234,2025-08-13,2.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,,3.5,
323,235,2025-08-12,2.0,3.0,7.0,7.0,6.0,33.0,33.0,33.0,7.0,1.6666666666666665,8.991666666666667,5.0,5.86
324,235,2025-08-13,2.0,2.0,5.0,5.0,6.0,17.0,17.0,17.0,5.0,1.6666666666666665,9.480555555555556,4.5,5.21
325,236,2025-08-13,2.0,3.0,7.0,7.0,5.0,10.0,73.0,150.0,7.0,3.333333333333333,6.522222222222222,5.0,5.66
326,237,2025-08-13,2.0,2.0,5.0,5.0,4.0,5.0,58.0,59.0,5.0,5.0,8.249074074074073,4.5,5.74
327,238,2025-08-13,2.0,3.0,7.0,7.0,4.0,97.0,137.0,138.0,7.0,5.0,6.323148148148149,5.0,6.03
328,239,2025-08-13,2.0,2.0,5.0,5.0,6.0,18.0,18.0,18.0,5.0,1.6666666666666665,9.450000000000001,4.5,5.2
329,240,2025-08-13,3.0,4.0,8.0,8.0,6.0,18.0,118.5,119.0,8.0,1.6666666666666665,6.458333333333332,6.0,5.73
330,241,2025-08-11,2.0,5.0,7.0,7.0,3.0,34.0,136.0,195.0,7.0,6.666666666666666,6.383333333333333,6.0,6.61
331,241,2025-08-12,1.0,2.0,5.0,5.0,3.0,21.0,50.0,50.0,5.0,6.666666666666666,8.499074074074073,4.0,6.14
332,241,2025-08-13,1.0,6.0,9.0,9.0,5.0,19.0,35.5,36.0,9.0,3.333333333333333,8.916666666666666,6.0,7.11
333,242,2025-08-13,4.0,5.0,9.0,9.0,6.0,15.0,46.5,47.0,9.0,1.6666666666666665,8.594444444444447,7.0,6.77
334,243,2025-08-13,1.0,1.0,5.0,5.0,4.0,15.0,15.0,15.0,5.0,5.0,9.541666666666666,3.5,5.91
335,244,2025-08-13,2.0,2.0,5.0,5.0,5.0,15.0,15.0,15.0,5.0,3.333333333333333,9.541666666666666,4.5,5.64
336,245,2025-08-13,2.0,2.0,5.0,5.0,5.0,22.0,22.0,22.0,5.0,3.333333333333333,9.327777777777778,4.5,5.59
337,246,2025-08-11,2.0,4.0,6.0,6.0,3.0,33.0,103.0,200.0,6.0,6.666666666666666,6.44537037037037,5.5,6.2
338,246,2025-08-12,2.0,4.0,7.0,7.0,2.0,24.0,106.0,250.0,7.0,8.333333333333334,6.448148148148149,5.5,6.97
339,246,2025-08-13,2.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,,3.5,
340,247,2025-08-11,2.0,3.0,7.0,7.0,5.0,44.0,102.0,103.0,7.0,3.333333333333333,6.909259259259259,5.0,5.76
341,247,2025-08-12,2.0,0.0,0.0,0.0,3.0,207.0,276.0,45.0,0.0,6.666666666666666,8.047222222222222,3.5,4.2
342,247,2025-08-13,3.0,1.0,0.0,0.0,4.0,376.0,260.0,38.0,0.0,5.0,8.114814814814816,4.5,3.95
343,248,2025-08-13,3.0,0.0,0.0,0.0,4.0,150.0,160.0,20.0,0.0,5.0,9.00925925925926,4.0,4.1
344,249,2025-08-11,1.0,0.0,1.0,1.0,5.0,75.0,75.0,15.0,1.0,3.333333333333333,9.375,3.0,3.98
345,249,2025-08-13,2.0,0.0,0.0,0.0,4.0,268.0,268.0,22.0,0.0,5.0,8.644444444444444,3.5,3.94
346,250,2025-08-13,4.0,3.0,1.0,1.0,6.0,313.0,208.0,26.0,1.0,1.6666666666666665,8.602777777777778,6.0,3.82
347,251,2025-08-13,4.0,3.0,1.0,1.0,6.0,240.0,120.0,30.0,1.0,1.6666666666666665,8.722222222222223,6.0,3.85
348,252,2025-08-13,3.0,0.0,0.0,0.0,3.0,45.0,45.0,2.0,0.0,6.666666666666666,9.819444444444445,4.0,4.72
349,253,2025-08-13,4.0,0.0,0.0,0.0,3.0,167.0,112.0,23.0,0.0,6.666666666666666,8.999074074074075,4.5,4.59
350,254,2025-08-13,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,9.997222222222222,5.0,5.75
351,255,2025-08-13,2.0,1.0,1.0,0.0,5.0,1156.0,578.0,14.0,0.5,3.333333333333333,7.470370370370371,4.0,3.48
352,256,2025-08-13,2.0,1.0,1.0,0.0,5.0,31.0,31.0,10.0,0.5,3.333333333333333,9.636111111111111,4.0,4.02
353,257,2025-08-12,2.0,-1.0,0.0,0.0,2.0,245.0,200.0,35.0,0.0,8.333333333333334,8.430555555555555,3.0,4.64
354,257,2025-08-13,2.0,0.0,1.0,0.0,4.0,435.0,282.0,20.0,0.5,5.0,8.519444444444446,3.5,4.08
355,258,2025-08-13,1.0,-2.0,0.0,0.0,2.0,1035.0,262.0,55.0,0.0,8.333333333333334,7.028703703703704,2.0,4.14
356,259,2025-08-13,5.0,0.0,1.0,1.0,7.0,138.0,138.0,14.0,1.0,0.0,9.227777777777778,5.0,3.41
357,260,2025-08-13,5.0,0.0,1.0,1.0,7.0,233.0,233.0,12.0,1.0,0.0,9.019444444444444,5.0,3.35
358,261,2025-08-13,4.0,3.0,1.0,1.0,6.0,116.0,105.0,13.0,1.0,1.6666666666666665,9.337037037037035,6.0,4.0
359,262,2025-08-13,2.0,0.0,0.0,0.0,5.0,1.0,80.0,14.0,0.0,3.333333333333333,9.462037037037037,3.5,3.72
360,263,2025-08-13,2.0,0.0,0.0,0.0,4.0,47.0,47.0,8.0,0.0,5.0,9.647222222222224,3.5,4.19
361,264,2025-08-13,1.0,0.0,0.0,0.0,2.0,62.0,62.0,62.0,0.0,8.333333333333334,8.105555555555556,3.0,4.56
362,265,2025-08-13,4.0,3.0,1.0,1.0,5.0,8.0,8.0,31.0,1.0,3.333333333333333,9.116666666666667,6.0,4.36
363,266,2025-08-13,4.0,1.0,0.0,0.0,3.0,7.0,7.0,56.0,0.0,6.666666666666666,8.424999999999999,5.0,4.52
364,267,2025-08-12,3.0,1.0,0.0,0.0,4.0,24.0,24.0,20.0,0.0,5.0,9.377777777777778,4.5,4.27
365,268,2025-08-13,2.0,0.0,0.0,0.0,2.0,21.0,21.0,21.0,0.0,8.333333333333334,9.358333333333333,3.5,4.95
366,269,2025-08-13,3.0,2.0,1.0,1.0,5.0,36.0,36.0,75.0,1.0,3.333333333333333,7.816666666666667,5.0,3.89
367,270,2025-08-13,2.0,3.0,1.0,1.0,6.0,18.0,18.0,68.0,1.0,1.6666666666666665,8.061111111111112,5.0,3.53
368,271,2025-08-10,2.0,0.0,0.0,0.0,6.0,31.0,31.0,268.0,0.0,1.6666666666666665,6.580555555555556,3.5,2.59
369,271,2025-08-11,2.0,1.0,0.0,0.0,2.0,7.0,7.0,817.0,0.0,8.333333333333334,6.647222222222222,4.0,4.35
370,271,2025-08-13,2.0,0.0,1.0,1.0,7.0,13.0,13.0,13.0,1.0,0.0,9.602777777777776,3.5,3.28
371,272,2025-08-12,3.0,2.0,1.0,1.0,4.0,9.0,9.0,89.0,1.0,5.0,7.502777777777777,5.0,4.23
372,272,2025-08-13,2.0,0.0,0.0,0.0,3.0,9.0,9.0,42.0,0.0,6.666666666666666,8.808333333333334,3.5,4.39
373,273,2025-08-13,4.0,3.0,1.0,1.0,5.0,1.0,1.0,247.0,1.0,3.333333333333333,6.663888888888889,6.0,3.75
374,274,2025-08-13,3.0,0.0,0.0,0.0,4.0,9.0,9.0,116.0,0.0,5.0,6.752777777777777,4.0,3.54
375,275,2025-08-13,2.0,0.0,0.0,0.0,5.0,131.0,131.0,131.0,0.0,3.333333333333333,6.302777777777777,3.5,2.93
376,276,2025-08-13,3.0,0.0,0.0,0.0,4.0,12.0,12.0,27.0,0.0,5.0,9.216666666666667,4.0,4.15
377,277,2025-08-11,2.0,0.0,1.0,1.0,6.0,30.0,30.0,0.5,1.0,1.6666666666666665,9.902777777777779,3.5,3.77
378,277,2025-08-13,2.0,0.0,1.0,1.0,6.0,19.0,19.0,0.5,1.0,1.6666666666666665,9.933333333333332,3.5,3.77
379,278,2025-08-13,4.0,-1.0,0.0,0.0,3.0,4.0,4.0,14.0,0.0,6.666666666666666,9.6,4.0,4.67
380,279,2025-08-13,2.0,-1.0,0.0,0.0,5.0,7.0,7.0,7.0,0.0,3.333333333333333,9.786111111111111,3.0,3.73
381,280,2025-08-13,3.0,3.0,10.0,10.0,5.0,12.0,42.7,14.7,10.0,3.333333333333333,9.501481481481482,5.5,7.53
382,281,2025-08-13,3.0,3.0,8.0,8.0,5.0,52.0,34.6,18.0,8.0,3.333333333333333,9.387777777777778,5.5,6.81
383,282,2025-08-13,2.0,0.0,0.0,0.0,2.0,,,,0.0,8.333333333333334,,3.5,
384,283,2025-08-12,4.0,4.0,8.0,8.0,6.0,57.1,57.1,57.1,8.0,1.6666666666666665,8.255277777777778,6.5,6.26
385,283,2025-08-13,2.0,-2.0,0.0,0.0,2.0,32.1,21.0,15.4,0.0,8.333333333333334,9.50361111111111,2.5,4.83
386,284,2025-08-12,3.0,1.0,0.0,0.0,4.0,36.1,70.5,15.6,0.0,5.0,9.402685185185186,4.5,4.28
387,284,2025-08-13,2.0,-1.0,0.0,0.0,3.0,11.0,25.7,41.3,0.0,6.666666666666666,8.795,3.0,4.32
388,285,2025-08-13,2.0,0.0,0.0,0.0,2.0,7.6,7.6,7.6,0.0,8.333333333333334,9.767777777777779,3.5,5.05
389,286,2025-08-13,3.0,0.0,8.0,8.0,6.0,,,,8.0,1.6666666666666665,,4.0,
390,287,2025-08-13,4.0,2.0,0.0,0.0,5.0,6.1,6.1,6.1,0.0,3.333333333333333,9.813611111111111,5.5,4.11
391,288,2025-08-13,6.0,3.0,10.0,10.0,7.0,7.0,7.0,7.0,10.0,0.0,9.786111111111111,7.0,7.0
392,289,2025-08-13,4.0,0.0,0.0,0.0,4.0,,,,0.0,5.0,,4.5,
393,290,2025-08-12,3.0,0.0,0.0,0.0,3.0,12.3,12.3,12.3,0.0,6.666666666666666,9.624166666666667,4.0,4.67
394,291,2025-08-13,3.0,1.0,0.0,0.0,3.0,14.4,25.0,29.0,0.0,6.666666666666666,9.134814814814815,4.5,4.63
395,292,2025-08-13,7.0,0.0,10.0,10.0,7.0,4.0,4.0,4.0,10.0,0.0,9.877777777777778,6.0,6.87
396,293,2025-08-13,4.0,4.0,10.0,10.0,6.0,204.85,90.82,14.1,10.0,1.6666666666666665,9.250472222222223,6.5,7.2
397,294,2025-08-12,3.0,-1.0,0.0,0.0,3.0,5.0,2.8,5.0,0.0,6.666666666666666,9.851296296296297,3.5,4.65
398,294,2025-08-13,2.0,2.0,8.0,8.0,4.0,106.3,50.5,26.6,8.0,5.0,9.069166666666666,4.5,6.99
399,295,2025-08-13,6.0,6.0,10.0,10.0,7.0,1.0,8.0,8.9,10.0,0.0,9.737037037037036,8.5,7.21
400,296,2025-08-13,4.0,1.0,0.0,0.0,4.0,15.2,10.4,21.2,0.0,5.0,9.377777777777778,5.0,4.34
401,297,2025-08-09,4.0,0.0,0.0,0.0,2.0,,,,0.0,8.333333333333334,,4.5,
402,297,2025-08-13,3.0,1.0,0.0,0.0,4.0,61.0,183.0,244.0,0.0,5.0,6.271296296296296,4.5,3.49
403,298,2025-08-13,1.0,2.0,1.0,1.0,5.0,502.0,502.0,502.0,1.0,3.333333333333333,5.272222222222221,4.0,3.1
404,299,2025-08-13,2.0,1.0,0.0,0.0,3.0,16.0,573.0,589.0,0.0,6.666666666666666,5.590740740740741,4.0,3.66
405,300,2025-08-13,2.0,0.0,0.0,0.0,3.0,33.0,261.0,512.0,0.0,6.666666666666666,6.152777777777779,3.5,3.73
406,301,2025-08-13,2.0,1.0,1.0,0.0,4.0,2356.0,625.0,1181.0,0.5,5.0,3.3277777777777775,4.0,2.86
